"Iteration","C_L Monitor: C_L Monitor"
981.0,-0.00911526444347973
982.0,-0.007682897537501918
983.0,-0.006041714080461202
984.0,-0.0047227896749114
985.0,-0.003571691851340774
986.0,-0.0025926390048729136
987.0,-0.0012826365408610233
988.0,-1.9266722440117637E-4
989.0,8.065825068266176E-4
990.0,0.0017924066227229187
991.0,0.0026307418572973397
992.0,0.003168926098620432
993.0,0.003381552295456625
994.0,0.003134972382440472
995.0,0.0024548854931756175
996.0,0.001517469988610668
997.0,1.9291702973864153E-4
998.0,-0.00143489266802123
999.0,-0.0029835857389335914
1000.0,-0.004814824237952699
